WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
0,2007,Salamanca,Xerez,2-2,Stéphane Porato,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Branislav Bajić,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Pedro Ríos Maestre,Jorge González Díaz,Héctor Verdés Ortega,Jorge Luque García,Carlos Calvo Sobrado,José María Giménez Pérez,Antonio Ramiro Pérez,Adrián Martín Cardona,Marco Antonio Navas González,,,,
1,2007,Xerez,Alavés,3-0,Stéphane Porato,Francisco Jesús Pérez Malia,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Abel Enrique Aguilar Tapia,Samuel Baños Cardín,Vicente Moreno Peris,Adrián Martín Cardona,Pedro Ríos Maestre,Jorge González Díaz,Jorge Luque García,Antonio Ramiro Pérez,Marco Antonio Navas González,José María Giménez Pérez,Miguel Carrilero González,Juan Antonio Portela Muñoz,Branislav Bajić,,,,
0,2007,Córdoba,Xerez,2-1,Stéphane Porato,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Jorge Luque García,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Marco Antonio Navas González,Miguel Carrilero González,José María Giménez Pérez,Héctor Verdés Ortega,Miquel Roqué Farrero,Juan Antonio Portela Muñoz,,,,
1,2007,Xerez,Castellón,2-1,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Francisco Jesús Pérez Malia,Miguel Carrilero González,José María Giménez Pérez,Héctor Verdés Ortega,Juan Antonio Portela Muñoz,Alberto Sansinena Chamorro,,,,
0,2007,Eibar,Xerez,0-0,Stéphane Porato,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Carlos Calvo Sobrado,Antonio Ramiro Pérez,Miguel Carrilero González,José María Giménez Pérez,Jorge Luque García,Miquel Roqué Farrero,Marco Antonio Navas González,,,,
1,2007,Xerez,Polideportivo Ejido,1-0,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Jorge Luque García,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Marco Antonio Navas González,Francisco Jesús Pérez Malia,José María Giménez Pérez,Miquel Roqué Farrero,Adrián Martín Cardona,Juan Antonio Portela Muñoz,,,,
0,2007,Las Palmas,Xerez,0-0,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Carlos Calvo Sobrado,Vicente Moreno Peris,Jorge Luque García,Abel Enrique Aguilar Tapia,Pedro Ríos Maestre,Jorge González Díaz,Francisco Jesús Pérez Malia,Jerónimo Figueroa Cabrera,Antonio Ramiro Pérez,José María Giménez Pérez,Miguel Carrilero González,Miquel Roqué Farrero,Adrián Martín Cardona,,,,
1,2007,Xerez,Elche,1-0,José María Giménez Pérez,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Jorge Luque García,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Marco Antonio Navas González,Antonio Ramiro Pérez,Jerónimo Figueroa Cabrera,Samuel Baños Cardín,Francisco Jesús Pérez Malia,Miquel Roqué Farrero,Antonio Lechuga Mateos,,,,
1,2008,Alicante,Xerez,0-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Antonio Ramiro Pérez,Antonio Sánchez de la Calle,Carlos Calvo Sobrado,Mario Bermejo Castanedo,Jorge Luque García,Stéphane Porato,Alejandro Bergantiños García,Asier Arranz Martín,Sergio Lucas Celiz,,,,
0,2008,Xerez,Murcia,1-1,Stéphane Porato,Juan Antonio Portela Muñoz,Álvaro Silva Linares,Martí Crespí Pascual,Jesús Mendoza Aguirre,Mohammed Rabiu Alhassan,Carlos Calvo Sobrado,Asier Arranz Martín,Alejandro Bergantiños García,Brian Óscar Sarmiento,Mario Bermejo Castanedo,Antonio Sánchez de la Calle,Pedro Ríos Maestre,Francisco Jesús Pérez Malia,José María Giménez Pérez,Vicente Moreno Peris,,,,,,
1,2008,Xerez,Albacete,2-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Carlos Calvo Sobrado,Martí Crespí Pascual,Mario Bermejo Castanedo,Alejandro Bergantiños García,Asier Arranz Martín,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
0,2008,Salamanca,Xerez,2-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Álvaro Silva Linares,Aythami Artiles Oliva,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Alejandro Bergantiños García,Carlos Calvo Sobrado,Asier Arranz Martín,Stéphane Porato,Brian Óscar Sarmiento,Martí Crespí Pascual,Juan Antonio Portela Muñoz,,,,
0,2008,Xerez,Córdoba,0-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Brian Óscar Sarmiento,Carlos Calvo Sobrado,Mario Bermejo Castanedo,Stéphane Porato,Alejandro Bergantiños García,Martí Crespí Pascual,Álvaro Silva Linares,,,,
0,2008,Rayo Vallecano,Xerez,3-3,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Pedro Ríos Maestre,Antonio Sánchez de la Calle,Carlos Calvo Sobrado,Antonio Ramiro Pérez,Mario Bermejo Castanedo,Asier Arranz Martín,Juan Antonio Portela Muñoz,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
1,2008,Xerez,Levante,2-0,José María Giménez Pérez,Juan Antonio Portela Muñoz,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Carlos Calvo Sobrado,Antonio Sánchez de la Calle,Alejandro Bergantiños García,Jesús Mendoza Aguirre,Brian Óscar Sarmiento,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
0,2008,Real Sociedad,Xerez,0-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Álvaro Silva Linares,Antonio Ramiro Pérez,Asier Arranz Martín,Brian Óscar Sarmiento,Juan Antonio Portela Muñoz,Vagner Aurélio da Silva Rosa,Antonio Lechuga Mateos,,,,
1,2008,Xerez,Las Palmas,1-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Mario Bermejo Castanedo,Alejandro Bergantiños García,Pedro Ríos Maestre,Stéphane Porato,Asier Arranz Martín,Juan Antonio Portela Muñoz,Álvaro Silva Linares,,,,
0,2008,Zaragoza,Xerez,2-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Álvaro Silva Linares,Carlos Calvo Sobrado,Stéphane Porato,Antonio Sánchez de la Calle,Asier Arranz Martín,Juan Antonio Portela Muñoz,,,,
1,2008,Xerez,Murcia,5-3,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Alejandro Bergantiños García,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Carlos Calvo Sobrado,Brian Óscar Sarmiento,Antonio Sánchez de la Calle,Stéphane Porato,Asier Arranz Martín,Juan Antonio Portela Muñoz,Álvaro Silva Linares,,,,
0,2008,Hércules,Xerez,0-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Pedro Ríos Maestre,Mario Bermejo Castanedo,Carlos Calvo Sobrado,Antonio Ramiro Pérez,Álvaro Silva Linares,Stéphane Porato,Antonio Sánchez de la Calle,Brian Óscar Sarmiento,Juan Antonio Portela Muñoz,,,,
1,2008,Xerez,Alavés,5-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Brian Óscar Sarmiento,Stéphane Porato,Carlos Calvo Sobrado,Juan Antonio Portela Muñoz,Álvaro Silva Linares,,,,
1,2008,Sevilla Atlético,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Brian Óscar Sarmiento,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Stéphane Porato,Juan Luis Fernández Redondo,Carlos Calvo Sobrado,Álvaro Silva Linares,,,,
1,2008,Xerez,Elche,3-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Carlos Calvo Sobrado,Brian Óscar Sarmiento,Alejandro Bergantiños García,Juan Luis Fernández Redondo,Antonio Sánchez de la Calle,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
0,2008,Xerez,Girona,2-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Brian Óscar Sarmiento,Juan Luis Fernández Redondo,Jorge Luque García,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
0,2008,Castellón,Xerez,2-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Jesús Mendoza Aguirre,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Carlos Calvo Sobrado,Jorge Luque García,Antonio Sánchez de la Calle,Juan Luis Fernández Redondo,Brian Óscar Sarmiento,Vagner Aurélio da Silva Rosa,Antonio Lechuga Mateos,,,,
0,2008,Xerez,Gimnàstic de Tarragona,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Jorge Luque García,Brian Óscar Sarmiento,Carlos Calvo Sobrado,Juan Luis Fernández Redondo,Asier Arranz Martín,Álvaro Silva Linares,Antonio Lechuga Mateos,,,,
0,2008,Eibar,Xerez,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Álvaro Silva Linares,Aythami Artiles Oliva,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Brian Óscar Sarmiento,Asier Arranz Martín,Juan Antonio Portela Muñoz,Jorge Luque García,Mohammed Rabiu Alhassan,Martí Crespí Pascual,Antonio Lechuga Mateos,,,,
1,2008,Xerez,Tenerife,2-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Brian Óscar Sarmiento,Antonio Sánchez de la Calle,Alejandro Bergantiños García,Antonio Ramiro Pérez,Mohammed Rabiu Alhassan,Stéphane Porato,Juan Luis Fernández Redondo,Asier Arranz Martín,Martí Crespí Pascual,,,,
0,2008,Huesca,Xerez,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Asier Arranz Martín,Brian Óscar Sarmiento,Alejandro Bergantiños García,Stéphane Porato,Juan Luis Fernández Redondo,Mohammed Rabiu Alhassan,Martí Crespí Pascual,,,,
1,2008,Xerez,Celta de Vigo,2-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Jorge Luque García,Brian Óscar Sarmiento,Asier Arranz Martín,Stéphane Porato,Juan Luis Fernández Redondo,Miguel Carrilero González,Martí Crespí Pascual,,,,
1,2008,Xerez,Alicante,2-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Álvaro Silva Linares,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Alejandro Bergantiños García,Brian Óscar Sarmiento,Mario Bermejo Castanedo,Stéphane Porato,Juan Luis Fernández Redondo,Jorge Luque García,Asier Arranz Martín,,,,
1,2008,Albacete,Xerez,0-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Álvaro Silva Linares,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Carlos Calvo Sobrado,Vicente Moreno Peris,Emilio José Viqueira Moure,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Jorge Luque García,Pedro Ríos Maestre,Brian Óscar Sarmiento,Stéphane Porato,Juan Luis Fernández Redondo,Alejandro Bergantiños García,Mario Bermejo Castanedo,,,,
1,2008,Xerez,Salamanca,2-1,José María Giménez Pérez,Juan Luis Fernández Redondo,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Brian Óscar Sarmiento,Mario Bermejo Castanedo,Pedro Ríos Maestre,Stéphane Porato,Jorge Luque García,Martí Crespí Pascual,Juan Antonio Portela Muñoz,,,,
1,2008,Córdoba,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Antonio Ramiro Pérez,Pedro Ríos Maestre,Brian Óscar Sarmiento,Mario Bermejo Castanedo,Stéphane Porato,Juan Luis Fernández Redondo,Alejandro Bergantiños García,Jorge Luque García,,,,
0,2008,Xerez,Rayo Vallecano,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Antonio Sánchez de la Calle,Mario Bermejo Castanedo,Abel Gómez Moreno,Antonio Ramiro Pérez,Pedro Ríos Maestre,Stéphane Porato,Alejandro Bergantiños García,Brian Óscar Sarmiento,Martí Crespí Pascual,,,,
0,2008,Levante,Xerez,2-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Jerónimo Figueroa Cabrera,Jorge Luque García,Vicente Moreno Peris,Antonio Sánchez de la Calle,Mario Bermejo Castanedo,Brian Óscar Sarmiento,Antonio Ramiro Pérez,Pedro Ríos Maestre,Stéphane Porato,Abel Gómez Moreno,Juan Luis Fernández Redondo,Alejandro Bergantiños García,,,,
0,2008,Xerez,Real Sociedad,1-3,José María Giménez Pérez,Francisco Jesús Pérez Malia,Aythami Artiles Oliva,Álvaro Silva Linares,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Jorge Luque García,Vicente Moreno Peris,Brian Óscar Sarmiento,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Sánchez de la Calle,Abel Gómez Moreno,Antonio Ramiro Pérez,Stéphane Porato,Juan Luis Fernández Redondo,Alejandro Bergantiños García,Carlos Calvo Sobrado,,,,
1,2008,Las Palmas,Xerez,2-3,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Alejandro Bergantiños García,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Abel Gómez Moreno,Carlos Calvo Sobrado,Brian Óscar Sarmiento,Stéphane Porato,Juan Luis Fernández Redondo,Jorge Luque García,Antonio Sánchez de la Calle,,,,
0,2008,Xerez,Zaragoza,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Álvaro Silva Linares,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Gómez Moreno,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Pedro Ríos Maestre,Mario Bermejo Castanedo,Antonio Ramiro Pérez,Brian Óscar Sarmiento,Antonio Sánchez de la Calle,Carlos Calvo Sobrado,Stéphane Porato,Juan Luis Fernández Redondo,Alejandro Bergantiños García,Jorge Luque García,,,,
1,2008,Murcia,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Gómez Moreno,Asier Arranz Martín,Vicente Moreno Peris,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Juan Luis Fernández Redondo,Jorge Luque García,Brian Óscar Sarmiento,Stéphane Porato,Antonio Ramiro Pérez,Miguel Carrilero González,Álvaro Silva Linares,,,,
1,2008,Xerez,Hércules,3-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Luis Fernández Redondo,Martí Crespí Pascual,Aythami Artiles Oliva,Carlos Calvo Sobrado,Abel Gómez Moreno,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Jorge Luque García,Brian Óscar Sarmiento,Mario Bermejo Castanedo,Stéphane Porato,Antonio Ramiro Pérez,Miguel Carrilero González,Juan Antonio Portela Muñoz,,,,
1,2008,Alavés,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Gómez Moreno,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Alejandro Bergantiños García,Antonio Sánchez de la Calle,Jorge Luque García,Miguel Carrilero González,Antonio Ramiro Pérez,Stéphane Porato,Juan Luis Fernández Redondo,Brian Óscar Sarmiento,Asier Arranz Martín,,,,
1,2008,Xerez,Sevilla Atlético,2-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Martí Crespí Pascual,Álvaro Silva Linares,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Gómez Moreno,Jerónimo Figueroa Cabrera,Jorge Luque García,Vicente Moreno Peris,Mario Bermejo Castanedo,Emilio José Viqueira Moure,Brian Óscar Sarmiento,Antonio Ramiro Pérez,Stéphane Porato,Juan Luis Fernández Redondo,Antonio Sánchez de la Calle,Asier Arranz Martín,,,,
