WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,,,,,,,
0,2006,Valladolid,Xerez,1-1,Julio José Iglesias Rouget,David Gutiérrez de Coz,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Vicente Moreno Peris,Abel Enrique Aguilar Tapia,Javier Camuñas Gallego,Ismael Santiago López López,Pedro Ríos Maestre,Alexandre Geijo Pazos,José María Giménez Pérez,Jorge González Díaz,Jorge Luque García,Gerard Autet Serrabasa,Mikel Arruabarrena Arambide,Raúl Medina Zamora,Walter Alberto López Gasco,,,,
1,2006,Xerez,Lorca Deportiva,1-0,José María Giménez Pérez,David Gutiérrez de Coz,Walter Alberto López Gasco,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jorge Luque García,Vicente Moreno Peris,Javier Camuñas Gallego,Alexandre Geijo Pazos,Raúl Medina Zamora,Marco Antonio Navas González,Ismael Santiago López López,Julio José Iglesias Rouget,Gerard Autet Serrabasa,Francisco Jesús Pérez Malia,Mikel Arruabarrena Arambide,,,,
0,2006,Ponferradina,Xerez,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Walter Alberto López Gasco,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Javier Camuñas Gallego,Pedro Ríos Maestre,Jorge González Díaz,Raúl Medina Zamora,Ismael Santiago López López,Marco Antonio Navas González,Julio José Iglesias Rouget,David Gutiérrez de Coz,Mikel Arruabarrena Arambide,Jorge Luque García,,,,
1,2006,Xerez,Elche,2-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Walter Alberto López Gasco,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Vicente Moreno Peris,Javier Camuñas Gallego,Pedro Ríos Maestre,Jorge González Díaz,Mikel Arruabarrena Arambide,Sergio Castaño Ortega,Marco Antonio Navas González,Gerard Autet Serrabasa,Ismael Santiago López López,Raúl Medina Zamora,Francisco Javier Romero Martínez,,,,
0,2006,Málaga,Xerez,1-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Vicente Moreno Peris,Javier Camuñas Gallego,Pedro Ríos Maestre,Jorge González Díaz,Mikel Arruabarrena Arambide,Marco Antonio Navas González,Walter Alberto López Gasco,Alexandre Geijo Pazos,Abel Enrique Aguilar Tapia,Raúl Medina Zamora,Sergio Castaño Ortega,Francisco Javier Romero Martínez,,,,
1,2006,Xerez,Real Madrid Castilla,3-1,José María Giménez Pérez,David Gutiérrez de Coz,Gerard Autet Serrabasa,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Abel Enrique Aguilar Tapia,Raúl Medina Zamora,Javier Camuñas Gallego,Pedro Ríos Maestre,Jorge González Díaz,Mikel Arruabarrena Arambide,Branislav Bajić,Marco Antonio Navas González,Francisco Jesús Pérez Malia,Walter Alberto López Gasco,Sergio Castaño Ortega,Francisco Javier Romero Martínez,,,,
0,2006,Vecindario,Xerez,2-1,José María Giménez Pérez,David Gutiérrez de Coz,Branislav Bajić,Gerard Autet Serrabasa,David Prieto Gálvez,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Raúl Medina Zamora,Pedro Ríos Maestre,Ismael Santiago López López,Jorge González Díaz,Marco Antonio Navas González,Jorge Luque García,Mikel Arruabarrena Arambide,Walter Alberto López Gasco,Sergio Castaño Ortega,Francisco Javier Romero Martínez,Sergio Narváez Barrera,,,,
0,2006,Xerez,Tenerife,1-2,José María Giménez Pérez,David Gutiérrez de Coz,Gerard Autet Serrabasa,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Marco Antonio Navas González,Vicente Moreno Peris,Javier Camuñas Gallego,Ismael Santiago López López,Jorge González Díaz,Mikel Arruabarrena Arambide,Alexandre Geijo Pazos,Abel Enrique Aguilar Tapia,Raúl Medina Zamora,Walter Alberto López Gasco,Sergio Castaño Ortega,Francisco Javier Romero Martínez,,,,
0,2006,Murcia,Xerez,3-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,David Gutiérrez de Coz,Gerard Autet Serrabasa,David Prieto Gálvez,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Javier Camuñas Gallego,Jorge González Díaz,Alexandre Geijo Pazos,Ismael Santiago López López,Julio José Iglesias Rouget,Jorge Luque García,Pedro Largo Carazo,Sergio Castaño Ortega,Branislav Bajić,Marco Antonio Navas González,,,,
1,2006,Xerez,Almería,3-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Javier Camuñas Gallego,Alexandre Geijo Pazos,Walter Alberto López Gasco,Jorge González Díaz,Sergio Castaño Ortega,Julio José Iglesias Rouget,Gerard Autet Serrabasa,Pedro Largo Carazo,Juan Carlos Moreno Rojo,,,,
1,2006,Cádiz,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Javier Camuñas Gallego,Ismael Santiago López López,Alexandre Geijo Pazos,Pedro Ríos Maestre,Sergio Castaño Ortega,Jorge González Díaz,Julio José Iglesias Rouget,Gerard Autet Serrabasa,Pedro Largo Carazo,Jorge Luque García,,,,
1,2006,Xerez,Castellón,1-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Sergio Castaño Ortega,Branislav Bajić,David Prieto Gálvez,Jesús Mendoza Aguirre,Jorge Luque García,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Javier Camuñas Gallego,Jorge González Díaz,Vicente Moreno Peris,Pedro Ríos Maestre,Ismael Santiago López López,Gerard Autet Serrabasa,Pedro Largo Carazo,Walter Alberto López Gasco,Víctor Manuel Sánchez Recamales,,,,
0,2006,Hércules,Xerez,2-0,José María Giménez Pérez,Francisco Jesús Pérez Malia,Walter Alberto López Gasco,Sergio Castaño Ortega,Gerard Autet Serrabasa,Pedro Largo Carazo,Jesús Mendoza Aguirre,Marco Antonio Navas González,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Abel Enrique Aguilar Tapia,Carlos Álvarez de Lara Navarrete,Javier Camuñas Gallego,Julio José Iglesias Rouget,David Prieto Gálvez,Ismael Santiago López López,Branislav Bajić,,,,
0,2006,Xerez,Alavés,0-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,David Prieto Gálvez,Branislav Bajić,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Marco Antonio Navas González,Vicente Moreno Peris,Pedro Ríos Maestre,Javier Camuñas Gallego,Jorge González Díaz,David Narváez Barrera,Ismael Santiago López López,Julio José Iglesias Rouget,Gerard Autet Serrabasa,Pedro Largo Carazo,Sergio Castaño Ortega,Juan Antonio Portela Muñoz,,,,
0,2006,Albacete,Xerez,0-0,Julio José Iglesias Rouget,Francisco Jesús Pérez Malia,Juan Antonio Portela Muñoz,Sergio Castaño Ortega,Gerard Autet Serrabasa,David Prieto Gálvez,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Ismael Santiago López López,David Narváez Barrera,Sergio Narváez Barrera,David Gutiérrez de Coz,Javier Moreno Peña,José María Giménez Pérez,Jesús Mendoza Aguirre,Walter Alberto López Gasco,Branislav Bajić,,,,
0,2006,Xerez,Numancia,1-1,Julio José Iglesias Rouget,Francisco Jesús Pérez Malia,Juan Antonio Portela Muñoz,Sergio Castaño Ortega,Gerard Autet Serrabasa,Pedro Largo Carazo,Jesús Mendoza Aguirre,Sergio Narváez Barrera,Vicente Moreno Peris,Ismael Santiago López López,David Narváez Barrera,David Prieto Gálvez,Javier Camuñas Gallego,Alexandre Geijo Pazos,José María Giménez Pérez,David Gutiérrez de Coz,Walter Alberto López Gasco,Javier Moreno Peña,,,,
0,2006,Sporting de Gijón,Xerez,2-1,Julio José Iglesias Rouget,Francisco Jesús Pérez Malia,Juan Antonio Portela Muñoz,David Gutiérrez de Coz,Walter Alberto López Gasco,Gerard Autet Serrabasa,Pedro Largo Carazo,Sergio Narváez Barrera,Vicente Moreno Peris,Javier Moreno Peña,David Narváez Barrera,Ismael Santiago López López,Alexandre Geijo Pazos,Raúl Medina Zamora,José María Giménez Pérez,David Prieto Gálvez,Javier Camuñas Gallego,Branislav Bajić,,,,
0,2007,Hércules,Xerez,2-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Héctor Verdés Ortega,Branislav Bajić,Jesús Mendoza Aguirre,Marco Antonio Navas González,Vicente Moreno Peris,Jorge Luque García,Pedro Ríos Maestre,Adrián Martín Cardona,Jorge González Díaz,Aarón Ñíguez Esclapez,David Gutiérrez de Coz,Carlos Calvo Sobrado,Stéphane Porato,Miquel Roqué Farrero,Juan Antonio Portela Muñoz,Javier Añón Esteban,,,,
0,2007,Xerez,Albacete,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Héctor Verdés Ortega,Branislav Bajić,Jesús Mendoza Aguirre,Jorge Luque García,Carlos Calvo Sobrado,Marco Antonio Navas González,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Samuel Baños Cardín,Aarón Ñíguez Esclapez,Stéphane Porato,David Gutiérrez de Coz,Jerónimo Figueroa Cabrera,Miquel Roqué Farrero,,,,
1,2007,Xerez,Racing de Ferrol,3-1,Stéphane Porato,Juan Antonio Portela Muñoz,David Gutiérrez de Coz,Ramón González Expósito,Miquel Roqué Farrero,Daniel Zúñiga Heras,Jerónimo Figueroa Cabrera,Aarón Ñíguez Esclapez,Samuel Baños Cardín,Antonio Ramiro Pérez,Miguel Carrilero González,Carlos Calvo Sobrado,Adrián Martín Cardona,Jorge Luque García,José María Giménez Pérez,Branislav Bajić,,,,,,
0,2007,Numancia,Xerez,2-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Branislav Bajić,Ramón González Expósito,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Jorge Luque García,Carlos Calvo Sobrado,Miguel Carrilero González,Stéphane Porato,David Gutiérrez de Coz,Héctor Verdés Ortega,Miquel Roqué Farrero,,,,
0,2007,Xerez,Sporting de Gijón,0-2,José María Giménez Pérez,David Gutiérrez de Coz,Branislav Bajić,Ramón González Expósito,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Carlos Calvo Sobrado,Samuel Baños Cardín,Vicente Moreno Peris,Pedro Ríos Maestre,Miguel Carrilero González,Héctor Verdés Ortega,Antonio Ramiro Pérez,Jorge González Díaz,Stéphane Porato,Francisco Jesús Pérez Malia,Jorge Luque García,Abel Enrique Aguilar Tapia,,,,
1,2007,Racing de Ferrol,Xerez,1-2,José María Giménez Pérez,Francisco Jesús Pérez Malia,Héctor Verdés Ortega,Ramón González Expósito,Jesús Mendoza Aguirre,Aarón Ñíguez Esclapez,Jorge Luque García,Marco Antonio Navas González,Samuel Baños Cardín,Jorge González Díaz,Miguel Carrilero González,Carlos Calvo Sobrado,Vicente Moreno Peris,Jerónimo Figueroa Cabrera,Stéphane Porato,Antonio Ramiro Pérez,Daniel Zúñiga Heras,Miquel Roqué Farrero,,,,
0,2007,Xerez,Real Sociedad,1-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Héctor Verdés Ortega,Ramón González Expósito,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Marco Antonio Navas González,Jorge Luque García,Samuel Baños Cardín,Miguel Carrilero González,Antonio Ramiro Pérez,Vicente Moreno Peris,Abel Enrique Aguilar Tapia,Carlos Calvo Sobrado,Stéphane Porato,David Gutiérrez de Coz,Aarón Ñíguez Esclapez,Pedro Ríos Maestre,,,,
0,2007,Celta de Vigo,Xerez,3-1,José María Giménez Pérez,Francisco Jesús Pérez Malia,Branislav Bajić,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Abel Enrique Aguilar Tapia,Marco Antonio Navas González,Vicente Moreno Peris,Samuel Baños Cardín,Jorge González Díaz,Miguel Carrilero González,Antonio Ramiro Pérez,Pedro Ríos Maestre,Carlos Calvo Sobrado,Stéphane Porato,David Gutiérrez de Coz,Héctor Verdés Ortega,Jorge Luque García,,,,
1,2007,Albacete,Xerez,0-2,Stéphane Porato,Juan Antonio Portela Muñoz,David Gutiérrez de Coz,Miquel Roqué Farrero,Héctor Verdés Ortega,Daniel Zúñiga Heras,Aarón Ñíguez Esclapez,Vicente Moreno Peris,Adrián Martín Cardona,Pedro Ríos Maestre,Miguel Carrilero González,Jorge González Díaz,Jorge Luque García,Francisco Jesús Pérez Malia,José María Giménez Pérez,Benjamín Zarandona Esono,,,,,,
0,2007,Xerez,Gimnàstic de Tarragona,2-2,José María Giménez Pérez,David Gutiérrez de Coz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Adrián Martín Cardona,Pedro Ríos Maestre,Jorge González Díaz,Marco Antonio Navas González,Antonio Ramiro Pérez,Miguel Carrilero González,Stéphane Porato,Samuel Baños Cardín,Francisco Jesús Pérez Malia,Jorge Luque García,,,,
0,2007,Málaga,Xerez,1-0,José María Giménez Pérez,David Gutiérrez de Coz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jorge Luque García,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Miguel Carrilero González,Marco Antonio Navas González,Antonio Ramiro Pérez,Stéphane Porato,Vicente Moreno Peris,Francisco Jesús Pérez Malia,Adrián Martín Cardona,,,,
0,2007,Xerez,Sevilla Atlético,0-0,José María Giménez Pérez,David Gutiérrez de Coz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jorge Luque García,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Marco Antonio Navas González,Samuel Baños Cardín,Jorge González Díaz,Stéphane Porato,Antonio Ramiro Pérez,Jerónimo Figueroa Cabrera,Miguel Carrilero González,Vicente Moreno Peris,Francisco Jesús Pérez Malia,Pedro Ríos Maestre,,,,
0,2007,Cádiz,Xerez,2-1,Stéphane Porato,David Gutiérrez de Coz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Carlos Calvo Sobrado,Samuel Baños Cardín,Abel Enrique Aguilar Tapia,Miguel Carrilero González,Jorge González Díaz,Daniel Zúñiga Heras,Marco Antonio Navas González,Aarón Ñíguez Esclapez,Francisco Jesús Pérez Malia,Pedro Ríos Maestre,Jorge Luque García,Antonio Lechuga Mateos,,,,
1,2007,Xerez,Granada 74,2-1,Stéphane Porato,David Gutiérrez de Coz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Samuel Baños Cardín,Vicente Moreno Peris,Pedro Ríos Maestre,Miguel Carrilero González,Jorge González Díaz,Daniel Zúñiga Heras,Carlos Calvo Sobrado,Antonio Ramiro Pérez,Francisco Jesús Pérez Malia,Aarón Ñíguez Esclapez,Marco Antonio Navas González,Antonio Lechuga Mateos,,,,
0,2007,Xerez,Recreativo de Huelva,0-1,Stéphane Porato,Juan Antonio Portela Muñoz,Francisco Jesús Pérez Malia,Miquel Roqué Farrero,Héctor Verdés Ortega,Marco Antonio Navas González,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Jorge Luque García,Jorge González Díaz,Antonio Ramiro Pérez,Daniel Zúñiga Heras,Adrián Martín Cardona,Aarón Ñíguez Esclapez,Benjamín Zarandona Esono,,,,,,,
0,2007,Tenerife,Xerez,3-1,Stéphane Porato,Juan Antonio Portela Muñoz,Branislav Bajić,Héctor Verdés Ortega,Miquel Roqué Farrero,Jorge Luque García,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Antonio Ramiro Pérez,Jorge González Díaz,Carlos Calvo Sobrado,Jerónimo Figueroa Cabrera,Aarón Ñíguez Esclapez,Benjamín Zarandona Esono,Abel Enrique Aguilar Tapia,Adrián Martín Cardona,Antonio Lechuga Mateos,,,,
0,2007,Xerez,Salamanca,1-1,Stéphane Porato,Francisco Jesús Pérez Malia,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Vicente Moreno Peris,Abel Enrique Aguilar Tapia,Pedro Ríos Maestre,Antonio Ramiro Pérez,Jorge González Díaz,Jorge Luque García,Marco Antonio Navas González,Aarón Ñíguez Esclapez,José María Giménez Pérez,Carlos Calvo Sobrado,Adrián Martín Cardona,Juan Antonio Portela Muñoz,,,,
0,2007,Alavés,Xerez,0-0,Stéphane Porato,Juan Antonio Portela Muñoz,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Aarón Ñíguez Esclapez,Jorge Luque García,Carlos Calvo Sobrado,Marco Antonio Navas González,Vicente Moreno Peris,Samuel Baños Cardín,Jorge González Díaz,Pedro Ríos Maestre,Abel Enrique Aguilar Tapia,Adrián Martín Cardona,José María Giménez Pérez,Benjamín Zarandona Esono,Daniel Zúñiga Heras,Miquel Roqué Farrero,,,,
0,2007,Xerez,Córdoba,0-0,Stéphane Porato,Juan Antonio Portela Muñoz,Branislav Bajić,Jesús Mendoza Aguirre,Jorge Luque García,Jerónimo Figueroa Cabrera,Carlos Calvo Sobrado,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Antonio Ramiro Pérez,José María Giménez Pérez,Aarón Ñíguez Esclapez,Miquel Roqué Farrero,Adrián Martín Cardona,,,,
0,2007,Castellón,Xerez,1-0,Stéphane Porato,Juan Antonio Portela Muñoz,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Aarón Ñíguez Esclapez,Jerónimo Figueroa Cabrera,Carlos Calvo Sobrado,Vicente Moreno Peris,Samuel Baños Cardín,Miguel Carrilero González,Jorge González Díaz,Benjamín Zarandona Esono,Daniel Zúñiga Heras,Pedro Ríos Maestre,José María Giménez Pérez,Miquel Roqué Farrero,Abel Enrique Aguilar Tapia,Adrián Martín Cardona,,,,
0,2007,Xerez,Eibar,3-3,Stéphane Porato,Juan Antonio Portela Muñoz,Branislav Bajić,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Benjamín Zarandona Esono,Carlos Calvo Sobrado,Daniel Zúñiga Heras,Adrián Martín Cardona,Miguel Carrilero González,Samuel Baños Cardín,Jorge González Díaz,Antonio Ramiro Pérez,José María Giménez Pérez,Pedro Ríos Maestre,Miquel Roqué Farrero,Abel Enrique Aguilar Tapia,,,,
0,2007,Recreativo de Huelva,Xerez,1-1,José María Giménez Pérez,Juan Antonio Portela Muñoz,Miquel Roqué Farrero,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Antonio Ramiro Pérez,Jerónimo Figueroa Cabrera,Jorge Luque García,Adrián Martín Cardona,Carlos Calvo Sobrado,,,,,,,
0,2007,Polideportivo Ejido,Xerez,0-0,Stéphane Porato,Juan Antonio Portela Muñoz,Branislav Bajić,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Samuel Baños Cardín,Adrián Martín Cardona,Antonio Ramiro Pérez,Miguel Carrilero González,Marco Antonio Navas González,Pedro Ríos Maestre,Carlos Calvo Sobrado,Juan Luis Fernández Redondo,Héctor Verdés Ortega,Jorge Luque García,Antonio Lechuga Mateos,,,,
0,2007,Xerez,Las Palmas,0-3,Stéphane Porato,Juan Antonio Portela Muñoz,Branislav Bajić,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Samuel Baños Cardín,Adrián Martín Cardona,Miguel Carrilero González,Jorge González Díaz,Pedro Ríos Maestre,Carlos Calvo Sobrado,Antonio Ramiro Pérez,José María Giménez Pérez,Juan Luis Fernández Redondo,Jorge Luque García,Marco Antonio Navas González,,,,
1,2007,Elche,Xerez,2-4,Stéphane Porato,Juan Antonio Portela Muñoz,Juan Luis Fernández Redondo,Héctor Verdés Ortega,Carlos Calvo Sobrado,Marco Antonio Navas González,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Jerónimo Figueroa Cabrera,Jorge Luque García,Miguel Carrilero González,José María Giménez Pérez,Jesús Mendoza Aguirre,Antonio Ramiro Pérez,Francisco Chamorro Cabral,,,,
1,2007,Xerez,Hércules,4-3,Stéphane Porato,Juan Antonio Portela Muñoz,Juan Luis Fernández Redondo,Héctor Verdés Ortega,Carlos Calvo Sobrado,Samuel Baños Cardín,Abel Enrique Aguilar Tapia,Marco Antonio Navas González,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Jerónimo Figueroa Cabrera,Antonio Ramiro Pérez,Miguel Carrilero González,José María Giménez Pérez,Jesús Mendoza Aguirre,Jorge Luque García,Aythami Artiles Oliva,,,,
0,2007,Albacete,Xerez,1-0,Stéphane Porato,Juan Antonio Portela Muñoz,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Héctor Verdés Ortega,Carlos Calvo Sobrado,Emilio José Viqueira Moure,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Miguel Carrilero González,Jorge Luque García,Jerónimo Figueroa Cabrera,Antonio Ramiro Pérez,José María Giménez Pérez,Jesús Mendoza Aguirre,Francisco Jesús Pérez Malia,Branislav Bajić,,,,
0,2007,Xerez,Numancia,0-3,Stéphane Porato,Francisco Jesús Pérez Malia,Héctor Verdés Ortega,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Marco Antonio Navas González,Emilio José Viqueira Moure,Abel Enrique Aguilar Tapia,Vicente Moreno Peris,Jorge González Díaz,Miguel Carrilero González,Antonio Ramiro Pérez,Carlos Calvo Sobrado,José María Giménez Pérez,Juan Luis Fernández Redondo,Samuel Baños Cardín,Branislav Bajić,,,,
0,2007,Sporting de Gijón,Xerez,2-0,Stéphane Porato,Juan Antonio Portela Muñoz,Francisco Jesús Pérez Malia,Branislav Bajić,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Jorge González Díaz,Miguel Carrilero González,Antonio Ramiro Pérez,Carlos Calvo Sobrado,José María Giménez Pérez,Juan Luis Fernández Redondo,Samuel Baños Cardín,Abel Enrique Aguilar Tapia,,,,
0,2007,Xerez,Racing de Ferrol,0-2,Stéphane Porato,Juan Antonio Portela Muñoz,Francisco Jesús Pérez Malia,Aythami Artiles Oliva,Héctor Verdés Ortega,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Pedro Ríos Maestre,Miguel Carrilero González,Antonio Ramiro Pérez,Abel Enrique Aguilar Tapia,Jorge Luque García,José María Giménez Pérez,Samuel Baños Cardín,Carlos Calvo Sobrado,Branislav Bajić,,,,
0,2007,Real Sociedad,Xerez,4-2,Stéphane Porato,Juan Antonio Portela Muñoz,Francisco Jesús Pérez Malia,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Abel Enrique Aguilar Tapia,Carlos Calvo Sobrado,Miguel Carrilero González,José María Giménez Pérez,Antonio Ramiro Pérez,Jorge Luque García,Branislav Bajić,,,,
1,2007,Xerez,Celta de Vigo,1-0,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Antonio Ramiro Pérez,Francisco Jesús Pérez Malia,Miguel Carrilero González,Carlos Calvo Sobrado,José María Giménez Pérez,Héctor Verdés Ortega,Jorge Luque García,Branislav Bajić,,,,
0,2007,Gimnàstic de Tarragona,Xerez,1-1,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Jorge Luque García,Francisco Jesús Pérez Malia,Carlos Calvo Sobrado,José María Giménez Pérez,Miguel Carrilero González,Branislav Bajić,Marco Antonio Navas González,,,,
1,2007,Xerez,Málaga,1-0,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Francisco Jesús Pérez Malia,Carlos Calvo Sobrado,Antonio Ramiro Pérez,José María Giménez Pérez,Miguel Carrilero González,Jorge Luque García,Branislav Bajić,,,,
0,2007,Sevilla Atlético,Xerez,1-1,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Francisco Jesús Pérez Malia,Carlos Calvo Sobrado,Antonio Ramiro Pérez,José María Giménez Pérez,Miguel Carrilero González,Jorge Luque García,Branislav Bajić,,,,
1,2007,Xerez,Cádiz,2-1,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Jorge Luque García,Carlos Calvo Sobrado,Francisco Jesús Pérez Malia,José María Giménez Pérez,Miguel Carrilero González,Antonio Ramiro Pérez,Branislav Bajić,,,,
0,2007,Granada 74,Xerez,1-1,Stéphane Porato,Juan Antonio Portela Muñoz,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Abel Enrique Aguilar Tapia,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Vicente Moreno Peris,Samuel Baños Cardín,Pedro Ríos Maestre,Jorge González Díaz,Miguel Carrilero González,Carlos Calvo Sobrado,Branislav Bajić,José María Giménez Pérez,Francisco Jesús Pérez Malia,Antonio Ramiro Pérez,Jorge Luque García,,,,
1,2007,Xerez,Tenerife,2-1,Stéphane Porato,Juan Luis Fernández Redondo,Aythami Artiles Oliva,Jesús Mendoza Aguirre,Jerónimo Figueroa Cabrera,Emilio José Viqueira Moure,Carlos Calvo Sobrado,Abel Enrique Aguilar Tapia,Samuel Baños Cardín,Vicente Moreno Peris,Antonio Ramiro Pérez,Adrián Martín Cardona,Miguel Carrilero González,Jorge Luque García,José María Giménez Pérez,Francisco Jesús Pérez Malia,Juan Antonio Portela Muñoz,Branislav Bajić,,,,
